,category,message
4085,Mental Health/Bullying,A guy hanging
4086,Mental Health/Bullying,A guy slit wrists
4087,Mental Health/Bullying,A guy jumped
4088,Mental Health/Bullying,A guy jump off
4089,Mental Health/Bullying,A guy phone calls
4090,Mental Health/Bullying,A guy prank
4091,Mental Health/Bullying,A guy pranked
4092,Mental Health/Bullying,A guy pranking
4093,Mental Health/Bullying,A guy calling
4094,Mental Health/Bullying,A guy prank calls
4095,Mental Health/Bullying,A guy attempted suicide
4096,Mental Health/Bullying,A guy loitering
4097,Mental Health/Bullying,A guy standing around
4098,Mental Health/Bullying,A guy sleeping
4099,Mental Health/Bullying,A guy suicide
4100,Mental Health/Bullying,A guy needs help
4101,Mental Health/Bullying,A guy issues
4102,Mental Health/Bullying,A guy paranoid
4103,Mental Health/Bullying,A guy weird
4104,Mental Health/Bullying,A guy something wrong
4105,Mental Health/Bullying,A guy ghosts
4106,Mental Health/Bullying,A guy demons
4107,Mental Health/Bullying,A guy death
4108,Mental Health/Bullying,A girl isn't ok
4109,Mental Health/Bullying,A girl shouting
4110,Mental Health/Bullying,A girl yelling at no one
4111,Mental Health/Bullying,A girl has mental health issues
4112,Mental Health/Bullying,A girl hurting himself
4113,Mental Health/Bullying,A girl hurting herself
4114,Mental Health/Bullying,A girl self harm
4115,Mental Health/Bullying,A girl cutting
4116,Mental Health/Bullying,A girl kill myself
4117,Mental Health/Bullying,A girl kill themselves
4118,Mental Health/Bullying,A girl going to kill himself
4119,Mental Health/Bullying,A girl going to kill herself
4120,Mental Health/Bullying,A girl hanging
4121,Mental Health/Bullying,A girl slit wrists
4122,Mental Health/Bullying,A girl jumped
4123,Mental Health/Bullying,A girl jump off
4124,Mental Health/Bullying,A girl phone calls
4125,Mental Health/Bullying,A girl prank
4126,Mental Health/Bullying,A girl pranked
4127,Mental Health/Bullying,A girl pranking
4128,Mental Health/Bullying,A girl calling
4129,Mental Health/Bullying,A girl prank calls
4130,Mental Health/Bullying,A girl attempted suicide
4131,Mental Health/Bullying,A girl loitering
4132,Mental Health/Bullying,A girl standing around
4133,Mental Health/Bullying,A girl sleeping
4134,Mental Health/Bullying,A girl suicide
4135,Mental Health/Bullying,A girl needs help
4136,Mental Health/Bullying,A girl issues
4137,Mental Health/Bullying,A girl paranoid
4138,Mental Health/Bullying,A girl weird
4139,Mental Health/Bullying,A girl something wrong
4140,Mental Health/Bullying,A girl ghosts
4141,Mental Health/Bullying,A girl demons
4142,Mental Health/Bullying,A girl death
4143,Mental Health/Bullying,A man isn't ok
4144,Mental Health/Bullying,A man shouting
4145,Mental Health/Bullying,A man yelling at no one
4146,Mental Health/Bullying,A man has mental health issues
4147,Mental Health/Bullying,A man hurting himself
4148,Mental Health/Bullying,A man hurting herself
4149,Mental Health/Bullying,A man self harm
4150,Mental Health/Bullying,A man cutting
4151,Mental Health/Bullying,A man kill myself
4152,Mental Health/Bullying,A man kill themselves
4153,Mental Health/Bullying,A man going to kill himself
4154,Mental Health/Bullying,A man going to kill herself
4155,Mental Health/Bullying,A man hanging
4156,Mental Health/Bullying,A man slit wrists
4157,Mental Health/Bullying,A man jumped
4158,Mental Health/Bullying,A man jump off
4159,Mental Health/Bullying,A man phone calls
4160,Mental Health/Bullying,A man prank
4161,Mental Health/Bullying,A man pranked
4162,Mental Health/Bullying,A man pranking
4163,Mental Health/Bullying,A man calling
4164,Mental Health/Bullying,A man prank calls
4165,Mental Health/Bullying,A man attempted suicide
4166,Mental Health/Bullying,A man loitering
4167,Mental Health/Bullying,A man standing around
4168,Mental Health/Bullying,A man sleeping
4169,Mental Health/Bullying,A man suicide
4170,Mental Health/Bullying,A man needs help
4171,Mental Health/Bullying,A man issues
4172,Mental Health/Bullying,A man paranoid
4173,Mental Health/Bullying,A man weird
4174,Mental Health/Bullying,A man something wrong
4175,Mental Health/Bullying,A man ghosts
4176,Mental Health/Bullying,A man demons
4177,Mental Health/Bullying,A man death
4178,Mental Health/Bullying,A woman isn't ok
4179,Mental Health/Bullying,A woman shouting
4180,Mental Health/Bullying,A woman yelling at no one
4181,Mental Health/Bullying,A woman has mental health issues
4182,Mental Health/Bullying,A woman hurting himself
4183,Mental Health/Bullying,A woman hurting herself
4184,Mental Health/Bullying,A woman self harm
4185,Mental Health/Bullying,A woman cutting
4186,Mental Health/Bullying,A woman kill myself
4187,Mental Health/Bullying,A woman kill themselves
4188,Mental Health/Bullying,A woman going to kill himself
4189,Mental Health/Bullying,A woman going to kill herself
4190,Mental Health/Bullying,A woman hanging
4191,Mental Health/Bullying,A woman slit wrists
4192,Mental Health/Bullying,A woman jumped
4193,Mental Health/Bullying,A woman jump off
4194,Mental Health/Bullying,A woman phone calls
4195,Mental Health/Bullying,A woman prank
4196,Mental Health/Bullying,A woman pranked
4197,Mental Health/Bullying,A woman pranking
4198,Mental Health/Bullying,A woman calling
4199,Mental Health/Bullying,A woman prank calls
4200,Mental Health/Bullying,A woman attempted suicide
4201,Mental Health/Bullying,A woman loitering
4202,Mental Health/Bullying,A woman standing around
4203,Mental Health/Bullying,A woman sleeping
4204,Mental Health/Bullying,A woman suicide
4205,Mental Health/Bullying,A woman needs help
4206,Mental Health/Bullying,A woman issues
4207,Mental Health/Bullying,A woman paranoid
4208,Mental Health/Bullying,A woman weird
4209,Mental Health/Bullying,A woman something wrong
4210,Mental Health/Bullying,A woman ghosts
4211,Mental Health/Bullying,A woman demons
4212,Mental Health/Bullying,A woman death
4213,Mental Health/Bullying,That guy isn't ok
4214,Mental Health/Bullying,That guy shouting
4215,Mental Health/Bullying,That guy yelling at no one
4216,Mental Health/Bullying,That guy has mental health issues
4217,Mental Health/Bullying,That guy hurting himself
4218,Mental Health/Bullying,That guy hurting herself
4219,Mental Health/Bullying,That guy self harm
4220,Mental Health/Bullying,That guy cutting
4221,Mental Health/Bullying,That guy kill myself
4222,Mental Health/Bullying,That guy kill themselves
4223,Mental Health/Bullying,That guy going to kill himself
4224,Mental Health/Bullying,That guy going to kill herself
4225,Mental Health/Bullying,That guy hanging
4226,Mental Health/Bullying,That guy slit wrists
4227,Mental Health/Bullying,That guy jumped
4228,Mental Health/Bullying,That guy jump off
4229,Mental Health/Bullying,That guy phone calls
4230,Mental Health/Bullying,That guy prank
4231,Mental Health/Bullying,That guy pranked
4232,Mental Health/Bullying,That guy pranking
4233,Mental Health/Bullying,That guy calling
4234,Mental Health/Bullying,That guy prank calls
4235,Mental Health/Bullying,That guy attempted suicide
4236,Mental Health/Bullying,That guy loitering
4237,Mental Health/Bullying,That guy standing around
4238,Mental Health/Bullying,That guy sleeping
4239,Mental Health/Bullying,That guy suicide
4240,Mental Health/Bullying,That guy needs help
4241,Mental Health/Bullying,That guy issues
4242,Mental Health/Bullying,That guy paranoid
4243,Mental Health/Bullying,That guy weird
4244,Mental Health/Bullying,That guy something wrong
4245,Mental Health/Bullying,That guy ghosts
4246,Mental Health/Bullying,That guy demons
4247,Mental Health/Bullying,That guy death
4248,Mental Health/Bullying,My neighbour isn't ok
4249,Mental Health/Bullying,My neighbour shouting
4250,Mental Health/Bullying,My neighbour yelling at no one
4251,Mental Health/Bullying,My neighbour has mental health issues
4252,Mental Health/Bullying,My neighbour hurting himself
4253,Mental Health/Bullying,My neighbour hurting herself
4254,Mental Health/Bullying,My neighbour self harm
4255,Mental Health/Bullying,My neighbour cutting
4256,Mental Health/Bullying,My neighbour kill myself
4257,Mental Health/Bullying,My neighbour kill themselves
4258,Mental Health/Bullying,My neighbour going to kill himself
4259,Mental Health/Bullying,My neighbour going to kill herself
4260,Mental Health/Bullying,My neighbour hanging
4261,Mental Health/Bullying,My neighbour slit wrists
4262,Mental Health/Bullying,My neighbour jumped
4263,Mental Health/Bullying,My neighbour jump off
4264,Mental Health/Bullying,My neighbour phone calls
4265,Mental Health/Bullying,My neighbour prank
4266,Mental Health/Bullying,My neighbour pranked
4267,Mental Health/Bullying,My neighbour pranking
4268,Mental Health/Bullying,My neighbour calling
4269,Mental Health/Bullying,My neighbour prank calls
4270,Mental Health/Bullying,My neighbour attempted suicide
4271,Mental Health/Bullying,My neighbour loitering
4272,Mental Health/Bullying,My neighbour standing around
4273,Mental Health/Bullying,My neighbour sleeping
4274,Mental Health/Bullying,My neighbour suicide
4275,Mental Health/Bullying,My neighbour needs help
4276,Mental Health/Bullying,My neighbour issues
4277,Mental Health/Bullying,My neighbour paranoid
4278,Mental Health/Bullying,My neighbour weird
4279,Mental Health/Bullying,My neighbour something wrong
4280,Mental Health/Bullying,My neighbour ghosts
4281,Mental Health/Bullying,My neighbour demons
4282,Mental Health/Bullying,My neighbour death
4283,Mental Health/Bullying,My friend isn't ok
4284,Mental Health/Bullying,My friend shouting
4285,Mental Health/Bullying,My friend yelling at no one
4286,Mental Health/Bullying,My friend has mental health issues
4287,Mental Health/Bullying,My friend hurting himself
4288,Mental Health/Bullying,My friend hurting herself
4289,Mental Health/Bullying,My friend self harm
4290,Mental Health/Bullying,My friend cutting
4291,Mental Health/Bullying,My friend kill myself
4292,Mental Health/Bullying,My friend kill themselves
4293,Mental Health/Bullying,My friend going to kill himself
4294,Mental Health/Bullying,My friend going to kill herself
4295,Mental Health/Bullying,My friend hanging
4296,Mental Health/Bullying,My friend slit wrists
4297,Mental Health/Bullying,My friend jumped
4298,Mental Health/Bullying,My friend jump off
4299,Mental Health/Bullying,My friend phone calls
4300,Mental Health/Bullying,My friend prank
4301,Mental Health/Bullying,My friend pranked
4302,Mental Health/Bullying,My friend pranking
4303,Mental Health/Bullying,My friend calling
4304,Mental Health/Bullying,My friend prank calls
4305,Mental Health/Bullying,My friend attempted suicide
4306,Mental Health/Bullying,My friend loitering
4307,Mental Health/Bullying,My friend standing around
4308,Mental Health/Bullying,My friend sleeping
4309,Mental Health/Bullying,My friend suicide
4310,Mental Health/Bullying,My friend needs help
4311,Mental Health/Bullying,My friend issues
4312,Mental Health/Bullying,My friend paranoid
4313,Mental Health/Bullying,My friend weird
4314,Mental Health/Bullying,My friend something wrong
4315,Mental Health/Bullying,My friend ghosts
4316,Mental Health/Bullying,My friend demons
4317,Mental Health/Bullying,My friend death
4318,Mental Health/Bullying,a person isn't ok
4319,Mental Health/Bullying,a person shouting
4320,Mental Health/Bullying,a person yelling at no one
4321,Mental Health/Bullying,a person has mental health issues
4322,Mental Health/Bullying,a person hurting himself
4323,Mental Health/Bullying,a person hurting herself
4324,Mental Health/Bullying,a person self harm
4325,Mental Health/Bullying,a person cutting
4326,Mental Health/Bullying,a person kill myself
4327,Mental Health/Bullying,a person kill themselves
4328,Mental Health/Bullying,a person going to kill himself
4329,Mental Health/Bullying,a person going to kill herself
4330,Mental Health/Bullying,a person hanging
4331,Mental Health/Bullying,a person slit wrists
4332,Mental Health/Bullying,a person jumped
4333,Mental Health/Bullying,a person jump off
4334,Mental Health/Bullying,a person phone calls
4335,Mental Health/Bullying,a person prank
4336,Mental Health/Bullying,a person pranked
4337,Mental Health/Bullying,a person pranking
4338,Mental Health/Bullying,a person calling
4339,Mental Health/Bullying,a person prank calls
4340,Mental Health/Bullying,a person attempted suicide
4341,Mental Health/Bullying,a person loitering
4342,Mental Health/Bullying,a person standing around
4343,Mental Health/Bullying,a person sleeping
4344,Mental Health/Bullying,a person suicide
4345,Mental Health/Bullying,a person needs help
4346,Mental Health/Bullying,a person issues
4347,Mental Health/Bullying,a person paranoid
4348,Mental Health/Bullying,a person weird
4349,Mental Health/Bullying,a person something wrong
4350,Mental Health/Bullying,a person ghosts
4351,Mental Health/Bullying,a person demons
4352,Mental Health/Bullying,a person death
4353,Mental Health/Bullying,My isn't ok
4354,Mental Health/Bullying,My shouting
4355,Mental Health/Bullying,My yelling at no one
4356,Mental Health/Bullying,My has mental health issues
4357,Mental Health/Bullying,My hurting himself
4358,Mental Health/Bullying,My hurting herself
4359,Mental Health/Bullying,My self harm
4360,Mental Health/Bullying,My cutting
4361,Mental Health/Bullying,My kill myself
4362,Mental Health/Bullying,My kill themselves
4363,Mental Health/Bullying,My going to kill himself
4364,Mental Health/Bullying,My going to kill herself
4365,Mental Health/Bullying,My hanging
4366,Mental Health/Bullying,My slit wrists
4367,Mental Health/Bullying,My jumped
4368,Mental Health/Bullying,My jump off
4369,Mental Health/Bullying,My phone calls
4370,Mental Health/Bullying,My prank
4371,Mental Health/Bullying,My pranked
4372,Mental Health/Bullying,My pranking
4373,Mental Health/Bullying,My calling
4374,Mental Health/Bullying,My prank calls
4375,Mental Health/Bullying,My attempted suicide
4376,Mental Health/Bullying,My loitering
4377,Mental Health/Bullying,My standing around
4378,Mental Health/Bullying,My sleeping
4379,Mental Health/Bullying,My suicide
4380,Mental Health/Bullying,My needs help
4381,Mental Health/Bullying,My issues
4382,Mental Health/Bullying,My paranoid
4383,Mental Health/Bullying,My weird
4384,Mental Health/Bullying,My something wrong
4385,Mental Health/Bullying,My ghosts
4386,Mental Health/Bullying,My demons
4387,Mental Health/Bullying,My death
4388,Mental Health/Bullying,I isn't ok
4389,Mental Health/Bullying,I shouting
4390,Mental Health/Bullying,I yelling at no one
4391,Mental Health/Bullying,I has mental health issues
4392,Mental Health/Bullying,I hurting himself
4393,Mental Health/Bullying,I hurting herself
4394,Mental Health/Bullying,I self harm
4395,Mental Health/Bullying,I cutting
4396,Mental Health/Bullying,I kill myself
4397,Mental Health/Bullying,I kill themselves
